barcode,订单,在途库存,仓库
8410419102080,RD201904040080,1,0001
6951439945292,RD201904040081,2,0001
6951439946046,RD201904040081,1,0001
6951439946053,RD201904040081,3,0001
6925959406137,RD201904040086,3,0001
6925959406137,RD201904040089,2,0001
6923644283179,RD201904040095,2,0001
6923644283179,RD201904040097,1,0001
6941704415223,RD201904040098,1,0001
6971222010013,RD201904040099,550,0001
YJBOX000007,RD201904040102,356,0001
YJBOX000010,RD201904040104,120,0001
YJBOX000015,RD201904040106,2385,0001
6928476900102,RD201904040108,16,0001
6949602315195,RD201904040109,1,0001
6949602317380,RD201904040109,168,0001
6949602312866,RD201904040109,108,0001
6949602312880,RD201904040109,282,0001
6953349825039,RD201904040110,150,0001
6933833902781,RD201904040123,48,0001
6933833902811,RD201904040123,48,0001
6954470902965,RD201904040132,24,0001
6948043428761,RD201904040142,81,0001
8809502182236,RD201904040154,2,0001
8809502182236,RD201904040159,2,0001
6928476900102,RD201904040161,2,0001
6951114656093,RD201904040163,75,0001
8429420135888,RD201904050014,72,0001
8429420157569,RD201904050015,1,0001
YJBOX000007,RD201904050025,88,0001
YJBOX000011,RD201904050025,299,0001
6955150400672,RD201904050028,2,0001
6955150400672,RD201904050031,1,0001
40255767,RD201904050036,3,0001
40747714-lan,RD201904050036,1,0001
6946811401824,RD201904060003,12,0001
6901209214301,RD201904060004,1,0001
850005166375,RD201904060007,3,0001
6901209214301,RD201904060008,5,0001
6949602315201,RD201904060009,1,0001
6949602312866,RD201904060009,16,0001
6949602318417,RD201904060014,2,0001
6955150400672,RD201904060015,6,0001
6955150400672,RD201904060018,10,0001
6955150400672,RD201904060020,2,0001
YJBOX000006,RD201904060025,64,0001
YJBOX000022,RD201904060025,22,0001
YJBOX000003,RD201904060026,87,0001
YJBOX000014,RD201904060026,159,0001
6907992514178,RD201904060035,1,0001
6907992513485,RD201904060038,3,0001
6907992514406,RD201904060040,4,0001
6907992514550,RD201904060041,6,0001
6907992514864,RD201904060042,7,0001
6907992512761,RD201904060043,58,0001
6907992512761,RD201904060044,21,0001
6907992514178,RD201904060048,1,0001
6907992512761,RD201904060051,4,0001
6907992512761,RD201904060052,1,0001
6907992507385,RD201904060053,5,0001
6907992512761,RD201904060054,24,0001
6901209214301,RD201904070004,3,0001
YJBOX000012,RD201904070007,365,0001
6955150400672,RD201904070008,1,0001
6907992507385,RD201904070012,5,0001
6907992512761,RD201904070013,4,0001
YJBOX000002,RD201904080002,2017,0001
6907992512761,RD201904080005,1,0001
6907992512761,RD201904080006,52,0001
6946922504223,RD201904080008,168,0001
6946922504261,RD201904080009,44,0001
6955150400672,RD201904080013,3,0001
6955150400672,RD201904080015,1,0001
6938582342215,RD201904080019,250,0001
6940471601389,RD201904080020,7,0001
6940471601389,RD201904080023,2,0001
6938582342215,RD201904080024,90,0001
6940471601389,RD201904080025,8,0001
6946922572765,RD201904080026,2,0001
6955150400672,RD201904080027,3,0001
6946001204624,RD201904080031,2,0001
6946922504162,RD201904080033,1,0001
6946922572765,RD201904080033,137,0001
6948386900092,RD201904080035,8,0001
YJBOX000051,RD201904080037,1161,0001
YJBOX000007,RD201904080037,100,0001
YJBOX000008,RD201904080037,40,0001
6971385890583,RD201904080038,1,0001
6971385890590,RD201904080038,1,0001
6971511850788,FO201904070002,3,0001
6933918904648,RD201904080056,1920,0001
6955150400672,RD201904080060,33,0001
YJBOX000008,RD201904080063,5,0001
6944186667661,RD201904080064,3000,0001
6944186667678,RD201904080064,3000,0001
4260290260539,RD201904080066,27,0001
YJBOX000007,RD201904080072,179,0001
6970269900066,RD201904080080,1,0001
YJBOX000032,RD201904080082,360,0001
YJBOX000051,RD201904080087,10,0001
YJBOX000008,RD201904080087,30,0001
YJBOX000024,RD201904080087,120,0001
6936986800546,RD201904080102,7,0001
6936986801086,RD201904080102,3,0001
YJBOX000012,RD201904080106,7,0001
6936000903642,RD201904080107,168,0001
6936000901655,RD201904080108,1000,0001
6936000902720,RD201904080108,200,0001
6921988340527,RD201904080120,210,0001
6901642788858,RD201904080121,30,0001
6907925770145,RD201904080123,30,0001
1910BF01002W02,RD201904080126,120,0001
1910BF01002W04,RD201904080126,300,0001
1910BF01002W05,RD201904080126,240,0001
1910BF01002W06,RD201904080126,720,0001
1910BF02002M01,RD201904080126,540,0001
1910BF02002M02,RD201904080126,1260,0001
1910BF02002M03,RD201904080126,960,0001
1910BF02002M04,RD201904080126,3480,0001
1910BF02002M05,RD201904080126,1260,0001
1910BF02002M06,RD201904080126,420,0001
6921988341258,RD201904080135,160,0001
test001-4,RD201904080146,5,0001
test001-4,RD201904080148,1,0001
ceshiwl,RD201904080149,1,CK2018092630454
ceshiwl01,RD201904080149,1,CK2018092630454
4260290260539,RD201904090009,60,0001
6954470902965,RD201904090010,1,0001
YJQPM002,RD201904090011,16,0001
6955150400672,RD201904090012,6,0001
6970269900066,RD201904090014,2,0001
8818012001,RD201904090016,2,0001
6970269900066,RD201904090017,4,0001
6955150400672,RD201904090018,9,0001
6901236352380,RD201904090030,1,0001
6970419171049,RD201904090037,750,0001
6901236353523,RD201904090041,1,0001
6901236351864,RD201904090047,1,0001
6927564012468,RD201904090051,10,0001
6970763910288,RD201904090053,120,0001
6970538585925,RD201904090055,37,0001
6970538585932,RD201904090055,23,0001
6970538585956,RD201904090055,37,0001
6970538585970,RD201904090055,26,0001
6970538585994,RD201904090055,25,0001
6970538586014,RD201904090055,2,0001
6927564012468,RD201904090056,11,0001
6927564012468,RD201904090057,109,0001
6927564012468,RD201904090060,11,0001
6927564012468,RD201904090061,3,0001
6923644282479,RD201904090062,1,0001
6970538585925,RD201904090063,36,0001
6970538585932,RD201904090063,11,0001
6970538585956,RD201904090063,32,0001
6970538585970,RD201904090063,12,0001
6970538585994,RD201904090063,14,0001
6970538586014,RD201904090063,41,0001
6970763910301,RD201904090066,112,0001
6970763910288,RD201904090067,288,0001
6923644283179,RD201904090068,8,0001
6970763910301,RD201904090069,336,0001
6970763910288,RD201904090070,264,0001
6901236357620,RD201904090071,1,0001
6970763910301,RD201904090072,304,0001
6955150400672,RD201904090073,4,0001
4260290262366,RD201904090076,122,0001
6970763910288,RD201904090077,288,0001
6970763911056,RD201904090077,384,0001
4260290262366,RD201904090078,203,0001
6970763910301,RD201904090079,384,0001
YJBOX000008,RD201904090080,107,0001
YJBOX000010,RD201904090080,20,0001
6970763910288,RD201904090081,432,0001
6970763911056,RD201904090081,1392,0001
6970763910301,RD201904090082,832,0001
6970763910288,RD201904090084,288,0001
6970763910301,RD201904090085,576,0001
6970763910288,RD201904090088,336,0001
6970763911056,RD201904090088,240,0001
6970763910301,RD201904090089,432,0001
4260290260539,RD201904090092,3,0001
YJBOX000028,RD201904090097,30,0001
YJBOX000036,RD201904090097,50,0001
YJBOX000013,RD201904090097,35,0001
YJBOX000015,RD201904090097,135,0001
8AK2019021931,RD201904090117,60,0001
YJBOX000026,RD201904090132,76,0001
4260290262366,RD201904090134,395,0001
6970763910288,RD201904090150,24,0001
6921988345195,RD201904090165,40,0001
6921988311374,RD201904090166,60,0001
6930620167255,RD201904100002,18,0001
6970235950132,RD201904100008,4,0001
6970235950149,RD201904100008,3,0001
8410419102080,RD201904100011,1,0001
6901236352380,RD201904100023,1,0001
6921988320727,RD201904100024,41,0001
6921988320727,RD201904100025,47,0001
6921988320727,RD201904100026,8,0001
6923589455020,RD201904100029,171,0001
6923589455020,RD201904100030,300,0001
6930957801099,RD201904100036,40,0001
YJBOX000028,RD201904100042,20,0001
6970419170127,RD201904100043,2,0001
6970419171360,RD201904100043,5,0001
YJBOX000008,RD201904100045,180,0001
YJBOX000014,RD201904100049,180,0001
6901236357903,RD201904100056,5,0001
6970269900066,RD201904100057,6,0001
6954197206025,RD201904100060,6,0001
6955150400672,RD201904100063,1,0001
6901236353806,RD201904100064,5,0001
6901236385715,RD201904100064,102,0001
6955694580083,RD201904100069,1,0001
YJBOX000007,RD201904100071,40,0001
YJBOX000014,RD201904100071,175,0001
6955694580083,RD201904100073,1,0001
6923589466279,RD201904100080,2,0001
6971246192597,RD201904100088,6,0001
6922577725800,RD201904100090,8,0001
6923589466279,RD201904100093,468,0001
YJBOX000005,RD201904100095,10,0001
YJBOX000051,RD201904100095,4000,0001
6940971213969,RD201904100101,2,0001
6940971213969,RD201904100103,3,0001
6940971213969,RD201904100111,1,0001
6971095490301,RD201904100125,2,0001
6917878045573,RD201904100129,1,0001
6923392175061,RD201904100140,6144,0001
PN201801150009,RD201904100141,1,0001
6970203840502,RD201904100146,51,0001
6970203840625,RD201904100146,121,0001
YJBOX000010,RD201904110003,90,0001
YJBOX000008,RD201904110008,377,0001
YJBOX000010,RD201904110008,30,0001
YJBOX000012,RD201904110008,980,0001
6940893100378,RD201904110014,10,0001
6910019014575,RD201904110029,16,0001
YJBOX000009,RD201904110033,80,0001
6970269900066,RD201904110037,1,0001
6970269900066,RD201904110038,2,0001
6970269900066,RD201904110039,17,0001
6949926799329,FO201904100028,7,0001
6949926799329,FO201904100027,2880,0001
6934245200120,FO201904100031,12,0001
6934245200120,FO201904100030,21,0001
6901236386903,RD201904110048,20,0001
6901236387191,RD201904110048,102,0001
16943524512790,RD201904110051,21,0001
16943524512806,RD201904110051,1,0001
16943524512790,RD201904110052,7,0001
16943524512790,RD201904110053,14,0001
16943524512790,RD201904110054,9,0001
16943524512806,RD201904110054,8,0001
16943524512790,RD201904110055,11,0001
16943524512806,RD201904110055,30,0001
16943524512790,RD201904110058,3,0001
16943524512806,RD201904110058,1,0001
6943524512588,RD201904110058,240,0001
8809242199341,RD201904110077,74,0001
6970269900066,RD201904110078,1,0001
8809242199341,RD201904110080,30,0001
2019TX19102001XL,RD201904110085,6,0001
2019TX19102001XXL,RD201904110085,2,0001
6928426400041,RD201904110087,72,0001
6936721900449,RD201904110088,4,0001
2019TX19101001XS,RD201904110089,2,0001
2019TX19101001XXL,RD201904110089,1,0001
2019TX19101002XXL,RD201904110089,2,0001
2019TX19101008XL,RD201904110089,1,0001
2019TX19101008XXL,RD201904110089,2,0001
2019TX19102002M,RD201904110089,1,0001
2019TX19102008M,RD201904110089,4,0001
2019TX19103001XXL,RD201904110089,20,0001
2019TX19103002XL,RD201904110089,4,0001
2019TX19103002XS,RD201904110089,1,0001
2019TX19103002XXXL,RD201904110089,50,0001
2019TX19103008XXXL,RD201904110089,50,0001
2019TX19105001S,RD201904110089,1,0001
2019TX19105008S,RD201904110089,1,0001
6970269900066,RD201904110091,5,0001
4260290260539,RD201904110092,71,0001
6971135300485,FO201904100019,3,0001
6949602316574,RD201904110094,16,0001
6949602316598,RD201904110094,13,0001
6949602316574,RD201904110095,1,0001
6949602316598,RD201904110095,8,0001
6949602316598,RD201904110097,100,0001
6949602318417,RD201904110104,1,0001
6922049734217,RD201904110106,1,0001
6922049734217,RD201904110107,3,0001
YJBOX000024,RD201904110108,55,0001
YJBOX000005,RD201904110110,60,0001
YJBOX000008,RD201904110110,40,0001
YJBOX000012,RD201904110110,140,0001
YJBOX000014,RD201904110110,1860,0001
YJBOX000024,RD201904110110,14,0001
6907992513089,RD201904110114,1,0001
6907992513065,RD201904110115,1,0001
6907992512167,RD201904110118,1,0001
6907992512167,RD201904110119,1,0001
6907992514222,RD201904110120,3,0001
6907992507385,RD201904110122,4,0001
6907992513065,RD201904110123,1,0001
6907992513089,RD201904110128,5,0001
6907992513065,RD201904110129,3,0001
6971135300485,FO201904100020,1,0001
6907992512761,RD201904110134,13,0001
6907992512167,RD201904110135,5,0001
6907992514482,RD201904110138,1,0001
6972294630017,RD201904110142,150,0001
6972294630048,RD201904110142,250,0001
6970269900066,RD201904120010,3,0001
YJBOX000007,RD201904120012,40,0001
YJBOX000008,RD201904120012,40,0001
YJBOX000010,RD201904120012,161,0001
YJBOX000028,RD201904120012,322,0001
9300639999005,RD201904120015,1,0001
YJBOX000014,RD201904120026,2005,0001
6970269900066,RD201904120042,2,0001
6901236357620,RD201904120045,1,0001
test001-4,RD201904120046,1,0001
6914621230200,RD201904120048,1,0001
6923644281564,RD201904120050,21,0001
test001-4,RD201904120051,3,0001
6923644282028,RD201904120052,2,0001
6923644285265,RD201904120054,2,0001
6923644281564,RD201904120056,3,0001
6949602318400,RD201904120059,2,0001
6949602318400,RD201904120061,12,0001
6923644285265,RD201904120066,3,0001
6923644281564,RD201904120070,7,0001
885609013879,RD201904120073,200,0001
6937436193720,RD201904120076,1100,0001
6937436194338,RD201904120076,306,0001
6953969816837,RD201904120080,1,0001
6971877860902,RD201904120092,1,0001
6971877860919,RD201904120092,1,0001
6901236357620,RD201904120094,1,0001
6901236357620,RD201904120099,1,0001
6901236357620,RD201904120102,1,0001
6907992512181,RD201904120108,7,0001
3192314121011,RD201904120110,1,0001
3192314121012,RD201904120110,4,0001
3192314121014,RD201904120110,1,0001
3192314125092,RD201904120110,7,0001
3192314125094,RD201904120110,1,0001
6907992512181,RD201904120112,1,0001
6907992513485,RD201904120113,1,0001
6971246192696,FO201904110003,60,0001
6971246190791,FO201904110008,92,0001
6971246191286,FO201904110008,2,0001
6970183920379,RD201904120123,2,0001
6970183920379,RD201904120124,8,0001
3192314021011,RD201904120125,8,0001
3192314021012,RD201904120125,2,0001
3192314021013,RD201904120125,7,0001
3192314021014,RD201904120125,1,0001
3192314024062,RD201904120125,10,0001
3192314024063,RD201904120125,15,0001
3192314024064,RD201904120125,3,0001
2182317369042,RD201904120128,2,0001
2182317369044,RD201904120128,4,0001
3192314361011,RD201904120128,6,0001
3192314361013,RD201904120128,2,0001
3192314369042,RD201904120128,9,0001
3192314369043,RD201904120128,10,0001
3192314369044,RD201904120128,5,0001
8818012003,RD201904120129,3,0001
YJBOX000003,RD201904120131,40,CK2018022362896
YJBOX000015,RD201904120131,260,CK2018022362896
YJBOX000037,RD201904120131,55,CK2018022362896
6922560240907,RD201904120132,1,0001
6922560241799,RD201904120132,7,0001
PN2017081400001,RD201904120133,9700,0001
6958216822012,RD201904120135,18,0001
6923644282479,RD201904120143,18,0001
6923644281564,RD201904120146,3,0001
6923644282028,RD201904120147,1,0001
6923644285265,RD201904120148,1,0001
6923644281908,RD201904120154,64,0001
6923644281908,RD201904120161,1000,0001
YJBOX000008,RD201904130003,315,0001
YJBOX000023,RD201904130003,30,0001
YJBOX000028,RD201904130003,25,0001
6970037310028,RD201904130006,9,0001
6971511850788,FO201904120010,520,0001
6928471300990,RD201904130026,2,0001
2019TX19102001L,RD201904130027,1,0001
2019TX19102001M,RD201904130027,10,0001
2019TX19101001S,RD201904130028,4,0001
2019TX19101001XXXL,RD201904130028,2,0001
2019TX19101002L,RD201904130028,4,0001
2019TX19101002XXXL,RD201904130028,4,0001
2019TX19101008XXXL,RD201904130028,99,0001
2019TX19102002M,RD201904130028,1,0001
2019TX19102002XXL,RD201904130028,10,0001
2019TX19102008XL,RD201904130028,1,0001
2019TX19102008XXL,RD201904130028,1,0001
2019TX19102008XXXL,RD201904130028,2,0001
2019TX19103001S,RD201904130028,52,0001
2019TX19103001XL,RD201904130028,1,0001
2019TX19103001XS,RD201904130028,12,0001
2019TX19103001XXL,RD201904130028,24,0001
2019TX19103001XXXL,RD201904130028,19,0001
2019TX19103002S,RD201904130028,5,0001
2019TX19103002XS,RD201904130028,1,0001
2019TX19103002XXL,RD201904130028,31,0001
2019TX19103002XXXL,RD201904130028,1,0001
2019TX19103008L,RD201904130028,15,0001
2019TX19103008XXXL,RD201904130028,1,0001
2019TX19105001XL,RD201904130028,4,0001
2019TX19105002L,RD201904130028,6,0001
2019TX19105002S,RD201904130028,7,0001
2019TX19105002XL,RD201904130028,1,0001
2019TX19105008S,RD201904130028,5,0001
2019TX19105008XL,RD201904130028,7,0001
2019TX19105008XXL,RD201904130028,3,0001
2019TX19106001XL,RD201904130028,1,0001
2019TX19106002M,RD201904130028,1,0001
2019TX19106008L,RD201904130028,2,0001
2019TX19106008M,RD201904130028,12,0001
2019TX19106008XS,RD201904130028,1,0001
6924743914735,RD201904140007,6,0001
6971559856315,RD201904140010,6,0001
6971559856322,RD201904140010,6,0001
6971559856339,RD201904140010,2,0001
6902062901131,FO201904130011,1,0001
6971385890545,RD201904150004,1,0001
6970419171049,RD201904150012,5,0001
6951018604398,RD201904150016,1,0001
6951114656093,FO201904140007,4,0001
6971511850788,FO201904120014,3,0001
6901236357620,RD201904150035,2,0001
6922560240907,RD201904150041,148,0001
6922560241799,RD201904150041,11,0001
6951114656093,RD201904150042,4,0001
6954532405779,RD201904150055,72,0001
6901236357620,RD201904150056,8,0001
9300639999005,RD201904150070,88,0001
YJBOX000024,RD201904150073,82,0001
1910STMB805W01,RD201904150075,270,0001
6923644281908,RD201904150078,3,0001
6901035200530,RD201904150083,1504,0001
6923644282479,RD201904150087,2,0001
6923644283179,RD201904150091,1,0001
6923644283179,RD201904150093,1,0001
6971929140068,FO201904130003,2,0001
6924743922563,RD201904150097,1,0001
6924743922525,RD201904150100,22,0001
6970203840502,RD201904150103,27,0001
6970203840625,RD201904150103,38,0001
8AK2018091235,RD201904150108,1,0001
6907992512761,RD201904150111,6,0001
6907992512167,RD201904150114,2,0001
6907992514222,RD201904150115,1,0001
6907992513829,RD201904150117,4,0001
6907992507385,RD201904150118,23,0001
6907992507385,RD201904150120,40,0001
6970538585918,RD201904150127,1,0001
6970538586069,RD201904150127,1,0001
6970538585918,RD201904150128,33,0001
6970538585949,RD201904150128,24,0001
6970538585987,RD201904150128,22,0001
6970538586007,RD201904150128,10,0001
6970538586069,RD201904150128,4,0001
YJBOX000023,RD201904160002,740,0001
6956907410173,RD201904160005,1,0001
6970314471589,RD201904160007,41,0001
6971135300645,RD201904160013,1,0001
YJBOX000026,RD201904160017,107,0001
6937524427218,RD201904160023,3,0001
6944186630047,RD201904160025,1,0001
6944186667517,RD201904160025,1,0001
6940893100378,RD201904160042,3,0001
6923644282028,RD201904160044,228,0001
